DateID,ProductID,StoreID,CustomerID,QuantityOrdered,OrderAmount,DiscountAmount,ShippingCost,TotalAmount
20240728,854,51,741,6,938,46.07210098923791,129.9862650401272,761.9416339706349
20240728,514,51,359,3,270,12.391142083452003,36.52520176383108,221.0836561527169
20240728,23,51,591,1,697,75.6859495201201,103.26134357299252,518.0527069068874
20240728,340,51,982,3,703,83.74506211372585,74.19290102692597,545.0620368593482
20240728,202,51,265,15,349,44.09779039779912,39.236731518578466,265.6654780836224
20240728,304,51,696,8,665,45.62565259860397,81.4758776975947,537.8984697038013
20240728,932,51,316,1,433,36.10681313687406,32.565219924895764,364.3279669382302
20240728,533,51,663,11,416,19.273521906110727,61.67892949264467,335.0475486012446
20240728,407,51,403,11,510,70.6500850281049,38.77543998249368,400.57447498940144
20240728,697,51,547,11,741,46.420765425516194,67.3163332978069,627.2629012766769
20240728,304,51,387,18,943,69.13650423298354,86.1105510672987,787.7529446997178
20240728,971,51,885,8,119,17.552632046351697,11.650776699075209,89.79659125457309
20240728,375,51,178,20,600,42.127461437436594,44.86010651556847,513.012432046995
20240728,130,51,349,4,610,16.592126608656955,31.91004337584965,561.4978300154934
20240728,303,51,272,10,166,6.889808793880495,23.467639846326673,135.64255135979283
20240728,18,51,325,9,634,16.917048721313307,80.24224224145208,536.8407090372347
20240728,983,51,325,2,207,27.045565442203127,13.604573551119143,166.3498610066777
20240728,940,51,407,15,701,67.03885760068856,99.9330185400542,534.0281238592572
20240728,854,51,584,17,341,19.155749663318236,37.390147839905545,284.4541024967762
20240728,336,51,567,8,178,16.383438354866822,13.682653442454777,147.9339082026784
20240728,377,51,346,6,596,30.404539422937447,29.837931299336564,535.757529277726
20240728,590,51,395,14,254,27.910015248605262,31.691308331987997,194.39867641940674
20240728,403,51,425,1,175,22.254437627650578,13.264946558876657,139.48061581347275
20240728,626,51,412,2,428,63.22753904574016,30.3234368029546,334.44902415130525
20240728,501,51,248,6,407,47.65263006375652,31.643250879365375,327.7041190568781
20240728,737,51,747,20,901,124.21908540584275,52.74167116867033,724.0392434254869
20240728,98,51,680,14,133,17.319797383253388,6.877432134914759,108.80277048183186
