DateID,ProductID,StoreID,CustomerID,QuantityOrdered,OrderAmount,DiscountAmount,ShippingCost,TotalAmount
20240728,430,40,995,2,977,47.025661291341066,54.9674078808917,875.0069308277673
20240728,952,40,833,10,267,39.13381245307482,21.263209612702624,206.60297793422257
20240728,654,40,819,20,317,18.53300974245459,21.652450598109258,276.81453965943615
20240728,531,40,274,15,328,48.80663874711194,22.039417157731535,257.15394409515653
20240728,41,40,457,2,279,10.07965063895102,30.639719469372373,238.2806298916766
20240728,841,40,844,8,936,128.42520584015136,50.075136902168694,757.4996572576799
20240728,914,40,990,1,469,58.831311530789584,41.25034944863696,368.91833902057346
20240728,608,40,35,20,957,113.7346807490635,136.85394420432448,706.411375046612
20240728,355,40,969,19,749,57.692324019348874,77.30762271777377,614.0000532628774
20240728,363,40,420,6,763,62.20826359863641,111.38318878561556,589.408547615748
20240728,173,40,212,7,579,57.99542897614368,55.84105836144474,465.16351266241156
20240728,594,40,997,8,984,117.56763318225447,116.0603263799144,750.3720404378312
20240728,385,40,376,6,282,35.00429984701161,24.8966778396548,222.0990223133336
20240728,989,40,406,15,125,7.62235112022591,16.88111788076177,100.49653099901232
20240728,112,40,73,5,410,59.98623153055412,23.320656242839853,326.693112226606
20240728,691,40,593,15,350,43.45238683625724,33.25752998121566,273.2900831825271
20240728,512,40,208,3,618,25.288695493177013,31.24117224011933,561.4701322667037
20240728,627,40,555,13,593,81.18441271349356,68.14681961950737,443.6687676669991
20240728,336,40,585,17,598,76.11227463660605,40.55832808384088,481.32939727955306
20240728,517,40,368,17,686,83.00576818451371,54.25060597353943,548.7436258419468
20240728,788,40,95,17,909,92.00969174043568,66.13315357153574,750.8571546880286
20240728,142,40,515,11,460,14.077987521958052,35.77580172905475,410.1462107489872
20240728,669,40,664,1,526,41.53407434658471,57.704862598348434,426.76106305506687
20240728,864,40,773,11,768,58.529226996330344,105.82271578664259,603.648057217027
20240728,16,40,682,7,785,74.76583955084102,45.243690443556495,664.9904700056024
20240728,860,40,287,18,600,86.47710202508847,65.74000411749209,447.7828938574194
20240728,786,40,817,4,561,12.614395937748922,75.93625219807437,472.4493518641767
20240728,273,40,54,3,301,42.92639192784896,40.305399329815316,217.76820874233573
20240728,140,40,737,15,771,93.34409103013017,51.87011963683967,625.7857893330302
20240728,855,40,234,6,371,37.08599648270482,33.749600579421305,300.1644029378739
20240728,107,40,181,20,309,25.757344614724037,34.2835966137262,248.95905877154976
20240728,589,40,325,6,269,31.685499062532333,19.272354415286298,218.04214652218138
20240728,503,40,281,11,781,20.40864135866442,73.56292395482251,687.028434686513
20240728,359,40,688,2,286,8.744935894683527,36.206042220155354,241.04902188516112
20240728,247,40,67,4,689,68.09910220452316,93.67974423168201,527.2211535637948
20240728,321,40,39,19,679,55.04823783177447,101.13599228577631,522.8157698824492
20240728,838,40,244,8,181,12.875736722752897,11.622297712012122,156.50196556523497
20240728,302,40,610,7,131,15.077958803788563,6.814972876398207,109.10706831981324
20240728,346,40,851,20,363,44.52993219325701,22.67627843046921,295.79378937627376
20240728,32,40,467,10,254,12.22900085182166,17.95795406906282,223.8130450791155
20240728,693,40,439,11,373,38.653879348982294,51.41002547692286,282.9360951740948
20240728,56,40,202,16,746,89.27793429750785,46.65047482969829,610.0715908727939
20240728,325,40,301,2,377,14.988604356338497,25.505496261898006,336.50589938176347
20240728,434,40,979,11,216,9.463423816992211,25.730456271448414,180.8061199115594
20240728,50,40,78,15,681,101.51821606320009,71.88331784743394,507.59846608936596
20240728,860,40,655,15,126,8.880688258573384,17.394618395408415,99.7246933460182
20240728,107,40,607,1,341,29.85335133734478,44.04622890658706,267.10041975606816
20240728,180,40,56,5,694,73.0668533572975,92.17887676741813,528.7542698752843
20240728,724,40,94,15,849,68.46823489049609,72.59349668564519,707.9382684238587
20240728,938,40,503,16,318,45.882466970258456,42.89454424034862,229.22298878939293
20240728,186,40,592,19,828,34.71114974563565,59.2339645686446,734.0548856857197
20240728,139,40,554,1,386,40.35293584621534,32.803468146175405,312.8435960076092
20240728,218,40,498,10,596,56.70396382781954,70.54629931623873,468.7497368559417
20240728,976,40,294,7,750,31.656078465902752,50.40744019011526,667.936481343982
20240728,55,40,479,7,645,80.7219357751329,68.0661022921664,496.21196193270066
20240728,834,40,455,8,274,10.093636719831343,21.064522250128444,242.8418410300402
20240728,895,40,177,10,460,68.10107401084377,63.85173541803006,328.0471905711262
20240728,514,40,862,16,885,110.01989672686653,76.99813370395616,697.9819695691773
20240728,931,40,647,4,468,48.619922200270175,44.96866899030742,374.41140880942237
20240728,539,40,874,9,979,38.943527897641516,58.24372491323784,881.8127471891206
20240728,388,40,880,4,778,17.55844437056402,83.22216826293294,677.219387366503
20240728,892,40,391,6,693,38.16172501601225,94.7794205679804,560.0588544160073
20240728,653,40,613,6,359,12.703390460832223,21.235164422317073,325.0614451168507
