DateID,ProductID,StoreID,CustomerID,QuantityOrdered,OrderAmount,DiscountAmount,ShippingCost,TotalAmount
20240728,284,24,827,14,130,14.901672234223609,18.19690015640534,96.90142760937104
20240728,669,24,78,16,605,22.07888853765256,72.25387915593505,510.6672323064124
20240728,820,24,199,10,793,32.42690646278408,43.08483573241436,717.4882578048016
20240728,421,24,705,7,636,85.32610720461527,33.63250899702672,517.041383798358
20240728,336,24,713,16,219,24.159193652854196,31.242825266557436,163.59798108058837
20240728,317,24,38,12,120,3.5052498003695756,8.633625250453857,107.86112494917657
20240728,378,24,832,18,851,21.036002643917403,111.9987494367009,717.9652479193817
20240728,289,24,908,5,811,86.09895519669479,87.82881189778651,637.0722329055187
20240728,101,24,979,10,769,91.51103396011666,70.28856270309326,607.20040333679
20240728,429,24,519,19,452,59.39515130450043,59.9798797276929,332.6249689678067
20240728,223,24,194,18,879,89.6525166404506,126.20135954967894,663.1461238098705
20240728,167,24,575,15,127,14.32033567745324,9.992644132986802,102.68702018955996
20240728,349,24,27,12,147,17.950775283530707,9.188803800550273,119.86042091591902
20240728,544,24,49,10,191,18.914170257220047,27.380969270138536,144.70486047264143
20240728,961,24,331,6,411,55.877552849777146,24.47928865817744,330.6431584920454
20240728,508,24,374,2,201,17.602237084063827,20.28588923540828,163.11187368052788
20240728,250,24,68,20,224,6.90624422679393,31.572897306912793,185.52085846629328
20240728,30,24,670,17,829,81.60558345722534,83.05386015638678,664.3405563863879
20240728,863,24,222,2,279,33.71778706973657,37.297061424952766,207.98515150531065
20240728,903,24,257,20,159,11.995087683155647,20.408828364920733,126.59608395192362
20240728,804,24,802,20,222,6.058398061496725,25.005500850012957,190.93610108849032
20240728,418,24,375,1,661,67.26411219900199,45.95326846724255,547.7826193337555
20240728,928,24,573,12,454,60.71540759366457,46.30024897665852,346.98434342967687
20240728,914,24,265,19,871,94.08445083975376,106.58964414101985,670.3259050192264
20240728,806,24,763,2,302,38.240777237117655,45.114463351916285,218.64475941096606
20240728,773,24,801,7,869,40.883553662253625,123.62161550656286,704.4948308311835
20240728,148,24,834,18,139,14.957842263579483,9.406367503134025,114.63579023328649
20240728,561,24,89,1,263,9.363583197350765,29.889984615698506,223.74643218695073
